m_id,m_gametext
30002,"['A ring that you found in your hand. It emits a mysterious blue light.','','','','','','','','','','','']"
20175,"['The bell talisman that Velnorte gave to Rinyuu.','','','','','','','','','','','']"
16802,"[""The document Velnorte wrote detailing Tytos's crimes."",'','','','','','','','','','','']"
16803,"[""Flowers given to celebrate Princess Elrica's marriage. It symbolizes an eternal bond."",'','','','','','','','','','','']"
16804,"[""The key to open the great door of Herminia's manse."",'','','','','','','','','','','']"
20202,"['A document written by Alaune to accuse King Pardis III of crimes.','','','','','','','','','','','']"
16805,"['The ring that belonged to Lady Herminia.','','','','','','','','','','','']"
16806,"['The ring that belonged to the hero Tytos.','','','','','','','','','','','']"
16807,"['The ring that belonged to the playwright Auguste.','','','','','','','','','','','']"
16808,"['The ring that belonged to King Pardis III.','','','','','','','','','','','']"
17248,"['The ring that belonged to Oskha the Have-not.','','','','','','','','','','','']"
17249,"['The ring that belonged to Empress Tatloch.','','','','','','','','','','','']"
17250,"['The ring that belonged to Ceraphina the Saint.','','','','','','','','','','','']"
16809,"['A flower harvested from a white grape vine.','','','','','','','','','','','']"
30010,"['The latest information on Valore.','','','','','','','','','','','']"
30011,"['Evidence obtained from the sacred beast statue.','','','','','','','','','','','']"
40071,"[""Information about Tytos's evil schemes."",'','','','','','','','','','','']"
30019,"['A scrap of a manuscript found in the underground lab. It is written in ancient script.','','','','','','','','','','','']"
30022,"['Saint Odypus was once a sinner.  After receiving a divine revelation from Saint Graecia, he decided to walk the path of the divine.  In his dreams, Sinner Odypus learned the ways of the world from Graecia.  And then, at the end...  Graecia ordered Odypus to touch the Sacred Flame. The sinner was paralyzed at the thought of being burned, but...  Then a miracle happened.  The Sacred Flame burned away the worst parts of him— his sin, desires, and grudges.  His body was left without a single burn.  The Sinner was reborn as a Saint.  However...  ""A hero who flies too close to the heavens will have their wings clipped and turn to ash.""  Who could have expected such an accursed night to await...','','','','','','','','','','','']"
30023,"['The Sacred Flame burns blue.  It incinerates the darkness and cleanses the impure.  The fire we use burns red.  It warms and illuminates the dark, but conceals a terrifying, destructive power.  The Accurst Flame is the opposite of the Sacred Flame.  The Accurst Flame burns black.  It exists only to destroy, not bless.  Water, ice, mist... These three are all the same.  Just as these three flames are forms of the First Flame.  If the hearts of people are corrupted by darkness, so too will the Sacred Flame turn Accurst.  ""A hero who flies too close to the heavens will have their wings clipped and turn to ash.""  We must never forget that.','','','','','','','','','','','']"
40248,"['The song sung by the child in Berecain.','','','','','','','','','','','']"
41056,"['The lingering resentment of an Edoras soldier obsessed with control. It haunts the vicinity.','','','','','','','','','','','']"
41057,"['The lingering resentment of a man with charred skin. It haunts the vicinity.','','','','','','','','','','','']"
41058,"['Information about a gruesome crime involving the murder of a mother and child, and the burning of their home.','','','','','','','','','','','']"
41351,"['The lingering resentment of an enraged prostitute. It haunts the vicinity.','','','','','','','','','','','']"
41352,"['The lingering resentment of Taviani. It haunts the vicinity.','','','','','','','','','','','']"
41355,"['Information about the murder of a syndicate member in Valore.','','','','','','','','','','','']"
41353,"['The lingering resentment of a bloody syndicate member. It haunts the vicinity.','','','','','','','','','','','']"
16962,"['Materials used to make equipment. Can be stored at the smithy.','','','','','','','','','','','']"
16963,"['Fetches a fair price if sold.','','','','','','','','','','','']"
16965,"['A mysterious nut that draws out power. Can be used from the Status screen.','','','','','','','','','','','']"
40112,"['A fruit that raises your level by 1 when eaten. Can be used from the Status screen.','','','','','','','','','','','']"
40119,"['A fruit that raises your level by 5 when eaten. Can be used from the Status screen.','','','','','','','','','','','']"
40120,"['A fruit that increases your level by 10 when eaten. Can be used from the Status screen.','','','','','','','','','','','']"
16883,"['Information on gathering points.','','','','','','','','','','','']"
30006,"['Coin that can be traded at the Exchange for specific guidestone shards.','','','','','','','','','','','']"
42424,"['Can be traded at the Exchange for specific guidestone shards.','','','','','','','','','','','']"
30007,"['Material used to enhance weapons. Can be stored at the smithy.','','','','','','','','','','','']"
20211,"[""Proof that you've earned the trust of Valore's citizenry."",'','','','','','','','','','','']"
20212,"[""Proof that you've earned the trust of Emberglow's citizenry."",'','','','','','','','','','','']"
20213,"[""Proof that you've earned the trust of Theatropolis's citizenry."",'','','','','','','','','','','']"
20215,"[""Proof that you've earned the trust of Rippletide's citizenry."",'','','','','','','','','','','']"
20404,"[""Proof that you've earned the trust of Grandport's citizenry."",'','','','','','','','','','','']"
20214,"[""Proof that you've earned the trust of Cragspear's citizenry."",'','','','','','','','','','','']"
20218,"[""Proof that you've earned the trust of Clearbrook's citizenry."",'','','','','','','','','','','']"
20216,"[""Proof that you've earned the trust of Sunshade's citizenry."",'','','','','','','','','','','']"
20217,"[""Proof that you've earned the trust of Shepherds Rock's citizenry."",'','','','','','','','','','','']"
20183,"['A seal that unlocks the latent powers of your job. Can be used from the Learn Skills menu.','','','','','','','','','','','']"
20184,"['A sacred seal that unlocks the latent powers of your job. Can be used from the Learn Skills menu.','','','','','','','','','','','']"
20185,"['A seal that unlocks the latent powers of a warrior. Can be used from the Learn Skills menu.','','','','','','','','','','','']"
20186,"['A seal that unlocks the latent powers of an apothecary. Can be used from the Learn Skills menu.','','','','','','','','','','','']"
20187,"['A seal that unlocks the latent powers of a thief. Can be used from the Learn Skills menu.','','','','','','','','','','','']"
20188,"['A seal that unlocks the latent powers of a scholar. Can be used from the Learn Skills menu.','','','','','','','','','','','']"
20189,"['A seal that unlocks the latent powers of a cleric. Can be used from the Learn Skills menu.','','','','','','','','','','','']"
20190,"['A seal that unlocks the latent powers of a hunter. Can be used from the Learn Skills menu.','','','','','','','','','','','']"
20191,"['A seal that unlocks the latent powers of a merchant. Can be used from the Learn Skills menu.','','','','','','','','','','','']"
20192,"['A seal that unlocks the latent powers of a dancer. Can be used from the Learn Skills menu.','','','','','','','','','','','']"
20193,"['A sacred seal that unlocks the latent powers of a warrior. Can be used from the Learn Skills menu.','','','','','','','','','','','']"
20194,"['A sacred seal that unlocks the latent powers of an apothecary. Can be used from the Learn Skills menu.','','','','','','','','','','','']"
20195,"['A sacred seal that unlocks the latent powers of a thief. Can be used from the Learn Skills menu.','','','','','','','','','','','']"
20196,"['A sacred seal that unlocks the latent powers of a scholar. Can be used from the Learn Skills menu.','','','','','','','','','','','']"
20197,"['A sacred seal that unlocks the latent powers of a cleric. Can be used from the Learn Skills menu.','','','','','','','','','','','']"
20198,"['A sacred seal that unlocks the latent powers of a hunter. Can be used from the Learn Skills menu.','','','','','','','','','','','']"
20199,"['A sacred seal that unlocks the latent powers of a merchant. Can be used from the Learn Skills menu.','','','','','','','','','','','']"
20200,"['A sacred seal that unlocks the latent powers of a dancer. Can be used from the Learn Skills menu.','','','','','','','','','','','']"
40176,"[""A seal that unlocks Elvis's latent powers. Can be used from the Learn Skills menu."",'','','','','','','','','','','']"
40177,"[""A sacred seal that unlocks Elvis's latent powers. Can be used from the Learn Skills menu."",'','','','','','','','','','','']"
40338,"[""A divine seal that unlocks Elvis's latent powers. Can be used from the Learn Skills menu."",'','','','','','','','','','','']"
40339,"[""A magic seal that unlocks Elvis's latent powers. Can be used from the Learn Skills menu."",'','','','','','','','','','','']"
41842,"[""A medal that unlocks Serenoa's latent powers. Can be used from the Learn Skills menu."",'','','','','','','','','','','']"
41843,"[""A medal that unlocks Serenoa's latent powers. Can be used from the Learn Skills menu."",'','','','','','','','','','','']"
40438,"['A gem used to learn and strengthen ultimate techniques. Can be used from the Learn Skills menu.','','','','','','','','','','','']"
40444,"[""A gem used to learn Nanna's ultimate technique. Can be used from the Learn Skills menu."",'','','','','','','','','','','']"
17229,"['Fetches a modest price if sold.','','','','','','','','','','','']"
17230,"['Fetches a fair price if sold.','','','','','','','','','','','']"
17231,"['Fetches a high price if sold.','','','','','','','','','','','']"
17232,"['Fetches an exorbitant price if sold.','','','','','','','','','','','']"
18100,"['Fetches a fair price if sold.','','','','','','','','','','','']"
18101,"['Fetches a high price if sold.','','','','','','','','','','','']"
18102,"['Fetches a high price if sold.','','','','','','','','','','','']"
18103,"['Fetches a high price if sold.','','','','','','','','','','','']"
19100,"['Fetches a high price if sold.','','','','','','','','','','','']"
19101,"['Fetches a high price if sold.','','','','','','','','','','','']"
19102,"['Fetches a high price if sold.','','','','','','','','','','','']"
19103,"['Fetches a high price if sold.','','','','','','','','','','','']"
19104,"['Fetches a high price if sold.','','','','','','','','','','','']"
19105,"['Fetches a high price if sold.','','','','','','','','','','','']"
19106,"['Fetches a high price if sold.','','','','','','','','','','','']"
19107,"['Fetches a high price if sold.','','','','','','','','','','','']"
19108,"['Fetches an exorbitant price if sold.','','','','','','','','','','','']"
20067,"['A guidestone that glows bronze. Can be used to limit break, awaken, and enhance the ultimate techniques of travelers from the Status or Learn Skills menu.','','','','','','','','','','','']"
20068,"['A guidestone that glows silver. Can be used to limit break, awaken, and enhance the ultimate techniques of travelers from the Status or Learn Skills menu.','','','','','','','','','','','']"
20069,"['A guidestone that glows gold. Can be used to limit break, awaken, and enhance the ultimate techniques of travelers from the Status or Learn Skills menu.','','','','','','','','','','','']"
20070,"['A guidestone used to limit break and enhance the ultimate techniques of <JobIcon_0001>Sofia. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20071,"['A guidestone used to limit break and enhance the ultimate techniques of <JobIcon_0002>Fiore. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20072,"['A guidestone used to limit break and enhance the ultimate techniques of Scarecrow. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20073,"['A guidestone used to limit break and enhance the ultimate techniques of Gilderoy. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20074,"['A guidestone used to limit break and enhance the ultimate techniques of <JobIcon_0005>Millard. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20075,"['A guidestone used to limit break and enhance the ultimate techniques of Viola. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20076,"['A guidestone used to limit break and enhance the ultimate techniques of Theo. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20077,"['A guidestone used to limit break and enhance the ultimate techniques of Lynette. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20078,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Wingate. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20079,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Cless. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20080,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Kurtz. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20081,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Devin. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20082,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Heinz. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20083,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Peredir. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20084,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Laura. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20085,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Ashlan. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20086,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Trish. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20087,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Tahir. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20088,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Sigrid. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20089,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Ramona. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20090,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Bertrand. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20091,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Miles. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20092,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Lucetta. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20093,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Camilla. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20094,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Aslyte. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20095,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Helga. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20096,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Pia. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20097,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Barrad. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20098,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Menno. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20099,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Cedric. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20100,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Noelle. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20101,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Madelaine. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20102,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Merrit. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20103,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Rodion. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20104,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Shelby. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20105,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Rita. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20106,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Fabio. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20107,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Iris. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20108,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Mabel. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20109,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Meena. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20110,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Dorrie. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20111,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Eunice. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20112,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Julio. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20113,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Menny. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20114,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Nanna. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20115,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Yugo. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20116,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Sunny. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20117,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Vivian. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20118,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Guti. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20119,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Conny. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20120,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Carroll. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20121,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Juan. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20122,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Telly. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20123,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Pearl. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20124,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Jose. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20125,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Billy. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20126,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Felline. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20127,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Diego. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20128,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Penny. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20129,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Saria. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20130,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Jorge. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20131,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Harry. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20132,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Evelyn. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20133,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Manuel. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20299,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Cornelia. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20300,"['A guidestone used to limit break and enhance the ultimate techniques of Lionel. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20301,"['A guidestone used to limit break and enhance the ultimate techniques of Molrusso. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20302,"['A guidestone used to limit break and enhance the ultimate techniques of <JobIcon_0068>Primrose. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20303,"['A guidestone used to limit break and enhance the ultimate techniques of Olberic. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20304,"['A guidestone used to limit break and enhance the ultimate techniques of <JobIcon_0070>Tressa. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20305,"['A guidestone used to limit break and enhance the ultimate techniques of Alfyn. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20306,"[""A guidestone used to limit break and enhance the ultimate techniques of <JobIcon_0072>H'aanit. Can be used from the Status or Learn Skills menu."",'','','','','','','','','','','']"
20307,"['A guidestone used to limit break and enhance the ultimate techniques of Cyrus. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20308,"['A guidestone used to limit break and enhance the ultimate techniques of Ophilia. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20309,"['A guidestone used to limit break and enhance the ultimate techniques of Therion. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20312,"['A guidestone used to limit break and enhance the ultimate techniques of Leon. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20314,"[""A guidestone used to limit break and enhance the ultimate techniques of Z'aanta. Can be used from the Status or Learn Skills menu."",'','','','','','','','','','','']"
20315,"['A guidestone used to limit break and enhance the ultimate techniques of Therese. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20316,"['A guidestone used to limit break and enhance the ultimate techniques of Lianna. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20317,"['A guidestone used to limit break and enhance the ultimate techniques of Heathcote. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20318,"['A guidestone used to limit break and enhance the ultimate techniques of <JobIcon_0084>Lumis. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20320,"['A guidestone used to limit break and enhance the ultimate techniques of Harley. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20321,"['A guidestone used to limit break and enhance the ultimate techniques of Tithi. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20322,"['A guidestone used to limit break and enhance the ultimate techniques of Molu. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20323,"['A guidestone used to limit break and enhance the ultimate techniques of Varkyn. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20324,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Brigitte. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20326,"['A guidestone used to limit break and enhance the ultimate techniques of Dorothea. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20328,"['A guidestone used to limit break and enhance the ultimate techniques of Yunnie. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20329,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Narr. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20330,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Durand. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20331,"[""A guidestone used to limit break and enhance the ultimate techniques of Ri'tu. Can be used from the Status or Learn Skills menu."",'','','','','','','','','','','']"
20332,"['A guidestone used to limit break and enhance the ultimate techniques of Lars. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20333,"['A guidestone used to limit break and enhance the ultimate techniques of Eliza. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20334,"['A guidestone used to limit break and enhance the ultimate techniques of Soleil. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20335,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Paula. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20336,"['A guidestone used to limit break and enhance the ultimate techniques of Lemaire. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20337,"['A guidestone used to limit break and enhance the ultimate techniques of Odette. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20338,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Levan. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20339,"['A guidestone used to limit break and enhance the ultimate techniques of Stead. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20341,"['A guidestone used to limit break and enhance the ultimate techniques of Cardona. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20342,"['A guidestone used to limit break and enhance the ultimate techniques of Cecily. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20343,"['A guidestone used to limit break and enhance the ultimate techniques of Sertet. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20344,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Lolo. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20345,"['A guidestone used to limit break and enhance the ultimate techniques of Canary. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20346,"['A guidestone used to limit break and enhance the ultimate techniques of Nicola. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20347,"['A guidestone used to limit break and enhance the ultimate techniques of Tikilen. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20349,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Efrain. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20350,"[""A guidestone used to limit break and enhance the ultimate techniques of W'ludai. Can be used from the Status or Learn Skills menu."",'','','','','','','','','','','']"
20351,"['A guidestone used to limit break and enhance the ultimate techniques of Falco. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20353,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Kenneth. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20354,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Cerna. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20356,"['A guidestone used to limit break and enhance the ultimate techniques of Kersjes. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20359,"['A guidestone used to limit break and enhance the ultimate techniques of Chloe. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20360,"['A guidestone used to limit break and enhance the ultimate techniques of Yan Long. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20361,"['A guidestone used to limit break and enhance the ultimate techniques of Jillmeila. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20364,"['A guidestone used to limit break and enhance the ultimate techniques of Glossom. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20365,"['A guidestone used to limit break and enhance the ultimate techniques of Gertrude. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20366,"['A guidestone used to limit break and enhance the ultimate techniques of Hasumi. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20367,"['A guidestone used to limit break and enhance the ultimate techniques of Kouren. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20368,"['A guidestone used to limit break and enhance the ultimate techniques of Largo. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20369,"['A guidestone used to limit break and enhance the ultimate techniques of Eleonora. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20371,"['A guidestone used to limit break, awaken, and enhance the ultimate techniques of Jorn. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20394,"['A guidestone used to limit break and enhance the ultimate techniques of Hayes. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20395,"['A guidestone used to limit break and enhance the ultimate techniques of Promme. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20399,"['A guidestone used to limit break and enhance the ultimate techniques of Zenia. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20402,"['A guidestone used to limit break and enhance the ultimate techniques of Hammy. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20426,"['A guidestone used to limit break and enhance the ultimate techniques of Joshua. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20427,"['A guidestone used to limit break and enhance the ultimate techniques of Nina-Lanna. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
20429,"['A guidestone used to limit break and enhance the ultimate techniques of Nona. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40162,"['A guidestone used to limit break and enhance the ultimate techniques of Nivelle. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40163,"['A guidestone used to limit break and enhance the ultimate techniques of Aedelgard. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40164,"['A guidestone used to limit break and enhance the ultimate techniques of Sarisa. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40165,"['A guidestone used to limit break and enhance the ultimate techniques of Yukes. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40166,"['A guidestone used to limit break and enhance the ultimate techniques of Ditraina. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40168,"['A guidestone used to limit break and enhance the ultimate techniques of Edea. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40169,"['A guidestone used to limit break and enhance the ultimate techniques of Agnès. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40170,"['A guidestone used to limit break and enhance the ultimate techniques of Elvis. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40171,"['A guidestone used to limit break and enhance the ultimate techniques of Adelle. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
40173,"['A guidestone used to limit break and enhance the ultimate techniques of Ogen. Can be used from the Status or Learn Skills menu.','','','','','','','','','','','']"
